sentence,label
theskindoctor13 3rd quality ka The Print Expert toh likhna aata nahi bade aaye saale article likhne wale bina spel,0
ndtv No one jobless only congresi and Rahul Gandhi is job less all are doing there job koi bhukha nahi sota a,1
RT SYFIofficial As salaamu alaikum wrwb we pray you are all in the best of health imaan and having a blessed,2
RT robertmuhammad Ramadan Mubarak Prayer is Better than Sleep WeAreFarrahkan RamadanPrayerLine,2
Jain acharya ke ashirwad aur from the bottom of the heart we congratulate that u won one more time and we have a ho,2
Ab Kahan Gae Wo Dallay Dalliyan Jo Shor Kr Rahy Thy June Ko Pubg Ban Horaha Hy Kisi Ka Acha Bhi Nhi Kara,0
RT laiahnna i love Meg i love City Girls i love Cardi i love Nicki i love Rico Nasty i love Kash Doll i love all,2
anmola77 error69 hardikpandya7 Q Appka,0
DimpleK55849317 RaviGup84157681 happy birthday ji or cake,2
RT who is pc This photo proves that India abhi bhi Pakistan se aage hai or ekdm alag hai World Cup to ghar,0
runjhunmehrotra IsolatedMonk kunalkamra88 se hath Milana mat aur galti se chhu bhi diya to,0
PMOIndia narendramodi pmmodiofficial Congratulations for your wonderful victory PMji Ham hi sweet news ka,2
RT LibraTerms You can test a Libra but we already know you are doing it,1
PeeerQadri Lanat tm pay peer qadri kuttay haramzaday or lanat es khanzeer k buchay langray khadim pay,0
mlkhattar Respected Sir Many congratulations for huge victory aor aap se puri umid hye aap State aor Modi ji,2
RT Salehak88634507 Logo pe jhootay case kr k unhe jail pohachwana masoom log ko blackmail krna pehle rishwat ki,0
IndiaToday PAPPU AB KISI LAYAK NAHI RAHA NALAYAK KONGRESS KO SAF KARKE HI RAHA KHUD HAR GAYA TO KYA KHAK KISI KA S,0
sagarikaghose Tum exception ho tjm bula lo us rssurjewala ko jinhe janta ne laat maar ke lagbhag hata hi,0
RT flawlessbts it s your birthday girl in her dress in the first picture i felt awkward so i covered up my face,1
mayukhrghosh cr sweet Indian's sastanga namaskar to the supremely,2
nikks04 pankhuripathak Abe randwai Ram ka naam bhi kharab kar diya hai maderchod randwai sudhar ja,0
Aap aise kaise jaa sakte hain abhi tou apko kuch pata hi nahi Achaa tou ab bata do Aap jab bhi muskurate hain,1
RT mhraza005 mhr on ramdan Allah almighty blessed us with Pakistan So on this blessed night pray for the,2
All secularists should sit outside Mandir with bheek ka katora Allah ke naam pe de de baba What did you learn a,0
pancholi rakhi danka b DehnaviElli I ll start working on a design You,1
sonamohapatra Aap ke paas koi kaam nahi sab pe nazar rakhte ho kya Kaam dhundo or kam kro ye faltu ki p,0
Things are looking up We FINALLY have beer woo hoo Happy weekend everyone smallbearsneedbeer,2
ZAbbasOfficial Shame on batting and shame on body language ye mulk ka name khrab kr rahy inki,0
ShashiTharoor rashtrapatibhvn True spirit of Democracy Haar Jeet hoti rahti hai but good people come out flou,2
plis follow BurhanSayss Interactive Bomb tweets Good humour Follow back Bhot acha banda,2
Rodin MeanBoi sakshi BEHEN sarcasm nam ki cheej hoti hai Ugh dumbhead Pic ka shot accha nahi laga LMFAO,0
Leo girl001 Koe khaas nahe meri aik choti cousin ka naam bhe yahe hai tb se yeh,1
Sawan0808 siddh artha SabkaaKatega Bhag bsdk m to abhi bhi gali dunga teri maaki chut or teri bhen ka bho da,0
Which is the best cameo appearance that you like of SrBachchan sir For me Khatta Mitha koi apna dekha hai,1
Ye saale chutiye fir se ran ikhana khol liye idhr kal itna chutiyapa hne ke bad bhi akal nhi ayi Quote krke rep,0
gynec phir khud ko fakir aur chai wala bol ker natak kyo kerna aur agar Congress ne kuch nahi kiya tho bjp ne,0
VipinTr22551989 Are MC saal se related bhi nahi Khud modi is Tarah ke aatankwadi,0
Yaadgari episode aaj ka ro pae sabhi hum genie gulbdn aamy omaar bulbul chacha no hit episode mubark neerj vy,2
An eees Bro mein vote denye s pehly kpk k random logo s pocha they all were satisfied with PTI's performance,1
WorldNoTobaccoDay undervthe pious guidance of Saint Dr Gurmeetramrahim Singh ji Insan Guruji derasachasauda vol,1
RT madhukishwar You mean you Gora Saheb ready to fight for us bhoori kaali janta,1
Rakulpreet DeDePyaarDe ajaydevgn AkivAli TSeries LuvFilms itsBhushanKumar luv ranjan gargankur Good collec,2
Xadeejournalist Was this a matter of joke was this smthing lighter Have some shame mubashir sahab apni omar,0
RubikaLiyaquat Ye faltu ki behas band kre and dharmik bhawanye badkana band kre Congress started Hindu Muslims fi,0
Chitra ji aapse milna h kaha mile,1
fayyaz zafar Noshi Riyaz MaryamNSharif Ye inky baap ki okat h jo aaj nelson gawal,0
ptshrikant Kamlesh3600 CMOfficeUP Honorable sir Hum logo Ko Rojgar Deya Jay again Thanks to all Mission mana,2
ChoraMarwadi Asmaparveen77 Bna lo bs,0
RT LaxmanC96022 motvationalpari Kuch bhi ho kabhi Galt ka sath mat do,2
XavierDLeau Maybe one day Keya Shannon Shanieka you'll be fortunate enough to have a partner that loves you,2
Dear future husband I'm praying for you Don't worry meri jan agr apke ghr waly apki us sy shadi nhi krwa rhy jis,1
went for a mile road ride https,1
naijonam Mujhe to koi problem nahi hai kisi language se Par jab Hindi wale apna supremacy dikhane lagte hein to g,1
Nikita12S Mere taraf se aapki mom Ko unki Janam diwas ki dher sari subhkamnaye,1
Bajwas24 Karachi nahi India he,1
AcharyaPramodk Waah waah MP me ek Hindu baraat pe mosque me se patthar feke Gaye Ye bhi Nahi dekhe ye bechare,1
RT kapilartha adi27588 Are wagle la aikla aahes ka hindi boltana sheee bhayankar pan mala hi vatta,0
panday chetan PalavaTheCity Yes you r,1
SirJadeja Bdhiya song hai,2
RT Addi Salman Ali Abbas Exposed Double Faced And Opportunist Katrina Kaif On Face Watch It,1
Woooooo bruhhhhh you so good,2
AlokTiwari9335 er mishra Bhai follow back karke apne bhai ko support,1
AdilJamalArain Twitter jack iVeenaKhan Who oxford ja ke haram ke bap ki haram ki kmai laga ke bhi degree na le,0
Modi Ji Is Prakash Javdekar better than Suresh Prabhu imeerage lagta hai account rakhana padega Modi,1
HI M ANSH U Payal Rohatgi Inko apne haal p chhor dena chaiye inke pichwade me khud ba khud May ko chhata,0
Sanjeev Baliyan Sir best of luck deen dukhiyo ki madad karna ye janta sirf vote k liye nahi balki hakeekat me jana,2
vikasbha Ye tasveer jitni baar dekhta hu to sochta hu Modi ji sahi karte hai jo tumlogo ka chutiya baar baar kaat,0
rssurjewala Humko Manzoor hai will get Modi,1
Good morning my sweet sweet papa Gurmeetramrahim ji Plz bless me more sewa sumiran parmarth ka bal,2
TarekFatah AtulyaBharat100 narendramodi great line by trik fatah ji,2
Happy happy happy birthday to my Savannah years old I m so proud of you and so thankful that God chose me to,2
PMOIndia Modi pehli sarkar ke kam baki rah gye honge use pura kijiye ga kyuki hamare gaw me bhi aek dam ka kam,1
Rakulpreet DeDePyaarDe Finally i watched dede pyar de movie Rakul preeth Singh looking George's,2
surnell Sootradhar musman109 AmitShah narendramodi Uss chutiye ka account abi dikh nahi rh Marr gaya h,0
MissAccounts7 yra smjh hi nahi ara ek to cousin b sare fazol koi bahr nh niklta faida hi nahi hota,1
Being Bhaii Fan akshaykumar Ye Nasha nahi karna hai re baba E tu aa re ye list Ko bhulja aur Herapheri pe d,1
RT SirishaRao17 So believe Every child in INDIA deserves quality education Hope these people wil,2
mvmeet MahaveerVJ Mamta didi to bjp ko gunda wali party bolti h Pr didi ko tmc wale gunde kbhi nhi dikte Tm,0
MesmericPathan MalaliBashir a siab No Afghanis are not pushtuns They,0
peaceforchange Sir merey lye bahut khoshi ka maqam hoga agr ap ne mujy reply kya Love you sir,2
Modi ji I m renter in New Delhi I'll pay 11000rs for per month society maintenance mere landlord k pass,1
Aisa react karien aur khud block karke chale jayien Mai apna samay kharab nahi karunga,0
aajtak ArvindKejriwal PankajJainClick Aaj se saal pehle ek aadmi free pani dega bolke chunav jeet gaya,1
sunil20026133 VIKASHK98936087 sardanarohit Tum bhi kr lo Rahul Gandi or uske chor jija Vadra ka gudgan kisne rok,1
KhiladisArpita ShubhankarBhus1 Wow ye nahi pata tha ki hf ki opening g3 se achi thi vese bhi hf series gol,2
ShivamPrateek1 Aaj bej bhi dunga bhai,2
MamataOfficial taofficial didi aap jai shri ram se itna gussa hyu ho bhagwan ka nam lenepar aap arrest order dete,1
PrannoyRoyNDTV Don't feel so good about it log Raveesh ki roni surat dekhne ke liye NDTV se chipke hue the,1
sherryontopp Cricket khel nahi sakte Comedy ke Judge ban nahi sakte Chunav jeet nahi sakte Rahul Jeet nahi sakt,0
pretty Shanaya Aap Bilkul Achchi Nahi Ho Kitna Likhogi Kuchh Hume Bhi Send Karo Jo Hum Khud Tweet Ka,0
RT suriyafans club Massive response for Podhachalum Song Suriya offl s body language Mannerisms,2
RT commoninsaan HathwalaThakur Prince Khanji Malala she is not bad bro Atleast gaddar toh nahin hai na jaise,2
narendramodi Thank you very much for distributing ministry to right candidates especially Defence Home Finance,2
KungFuPandyaX Bro delete kar do ye chutiyappa Inhi cancerous cheezo ke kaaran,0
juhi15 Pait kharab,1
BhavnaLimbachia Ah thanks Bhav It was a superb ep So glad to,2
DianaAmran Very very appreciate,2
aajtak KumarVikrantS yr jrurat hi kya h ye election to gya jin state me Congress aaye unke hi vada pure nhi ki,1
Happy Birthday Nikhil I Love you My Cutipi God bless You Lost of Love actor nikhil or Meri Birthday jun k,2
RT ManishP05090406 AmitShah Sir Jeet ke lye bahut bahut badhyi Lekin jo soorat me huaa usme app Ne,2
chintskap SirJahan pe savera wahin pe basera stay blessed pray to God to,2
OpIndia com Sare congressiyo ki yahi kahani hai Power me aate hi loot chori shuru Just pathetic Human,0
India is not a dharamshala for illegal immigrants they should be identified and deported BJP Chief Amit Shah,0
iamspeaks CHOKIDAR KAL BHI CHOR THA AAJ BHI CHOR HE AUR KAL BHI CHOR HI RAHEGA BOL YE FEKU HACKING KAR KE AA GAYA,0
MoVe oo7 tinkerbell9958 Vrna license bs naam ka hi hoga Milna to whi h jo bina license,0
Happy Birthday komal Coolest girl here Ek dam balanced person jo mutli fandom me rehna ache se janti hai only s,2
Bahut bahut vadiyaan ji diljitdosanjh ji front cover VOGUE MAGAZINE JI swag stylish fashion icon esquiste look so,2
news24tvchannel gauravbh manakgupta Ye minute wala fir bhonka isko pata nahi hai second me hi kaam tama,0
sakshi what a joke sharam nahi ati Just bc WE are Hindu and follow the rules doesn t mean the world has,0
vinodkapri En police wale bhe apne aukat kamjoor musalman aur dalit per he dekhate hai Per na jane enko bhagwa gu,1
sardanarohit Sir AAP bahut hi achi se apni baat rakhte hai and apka har point crystal clear to understand and log,2
SushmaSwaraj Lakin aaj is isthiti main wo khud besahara ho gaye hain Aapse request hain Is player and trainer ki,2
AmazingArt by krane awtz Thank you for this creative expression,2
nyaikae O kwe ba go phasa ka di ba re,1
Acha lg rha Mgr phr bhii acha nhe lgta,1
RT mraaximofficial StuDent Mam Bachy Kesy Paida hoty hain Mam Parri Ati H Asman S Ur Bachy ko Maa ki Goad My,2
priyankachopra UNICEF UNICEFEthiopia Nepal ki Tarafa vi aap ka dhan Jana chiya Great work,2
SabkaaKatega Doc Hum sala kitana bhi Achha tweet Kare Koi sala like tak Nahi dete Aur aise bhs ree ki londiy,0
theskindoctor13 moronhumor Wish you a very very happy birthday theskindoctor13 aese ulte kaam karte,2
Happy Birthday SoraToHoshi Hope you have an amazing day This is the Midnight Swan Wings It was based on the,2
ExSecular Ye to sab chahte he Congress rahe au rahul Gandhi inhe yun hi entertain karte rahe Ye Congress ke voter,1
RT The Genius17 World Wide ye nara hai World Cup hamara hai Jeet ki teyari hai India Sab pe bhaari hai Best,2
sherryontopp Sale suar resing gand me nahi tha dum to kyu bhok Raha tha,0
Last Friday of Ramzan May Allah Bless us with all His Rehmat through out the,2
Modiji's dynamite cabinet already at work from the first hour Jai Jawan Jai Kisan scheme launched Education fo,2
thursdaymorning Good Morning Sohne Satguru Gurmeetramrahim G Thanks For giving this beautiful day bless this d,2
Ruko isko mai reply deta hun abhi gayab ho jayegi,1
Congres aur mehangi Ka rishta bahut Purana hai Modi ji aap aaoPanjab mai water electricity Kai rate,1
RT ZeeTV Faiz apni maa ko karenge apna Semi-final performance dedicate Stay tuned for SRGMPLilChamps,1
Mitesh Engr happy birthday mitesh bhai bhagwan MTM screenshot increase karta rhe wish,2
narendramodi Hardik subhkamnaye mananiye Modi ji umeed hain ki nischit hi Desh k Jan abhilashao Ko purn,2
ReallySwara Agar thoda sa dimaag ya general awareness ho to ye pata hota ki waha OfficeOfKNath ki govt hai Unhe,1
imVkohli HKane oppornent ko apna wicket mat dena Last tak khalna sab ko marne ki jarurat nahi chun chun k marn,1
republic Mardo se kya dushmani hai be Ab kya tere free ke chakkar me gender,1
RT shaik hussam EVM ki rigging nahi hui Hindu mind ki rigging ho chuki hai aimim national Chief asadowaisi,0
RT TheFasaadi Faisal qureshi react my meme sed react for fasaadi jani,1
MahomaHussain Amiiiiin Ya Rabbi Al'Amin Jazzarkhallahu Khair for the dua May Allah Bless You With All Good Thin,1
being monti Nice bro fantastic was in Mumbai for days Haan Bhai tu v khayal rakhna apna sab thee,2
MaryamNSharif Haram khila kar hamey khud jail chaley jatey ho Kitney mahaan ho tum baba hamarey Itna zaleel ho,0
smritiirani BJP4Amethi nitin gadkari Day kaam chalu salute,1
Zuzenean emango ditu HIRUKAk biharko udal-hauteskundeen emaitzak hona hemen aurretiazko gako batzuk,1
cryptobaba dhruv rathee kunalkamra88 Baba location purana hain Naya location PM ka ghar Gujarat hain Sorry wo,1
imfaraz333 NSdeshbhakt AskAnshul thebharatarmy Hum facts wale bnde h,1
sardanarohit Arey yaar kaisa journalist hai yeh abhiviyakti ki azadi ka Matlab hai tumhe azadi hai BJP ka propogan,1
narendramodi my father big fan of Ur PM Modi ji isliye apke sapath grahan or now ke subh aw,1
shahid siddiqui Ye khy faltugiri h kutte jarur Congress rahigi desh me ye hi hindu muslim ka firk dijhate,0
sardanarohit aajtak Khalbali to pure india me h Aur iske jimmedar tum jaise paid media wale ho kaash iss khalb,2
Don't a use this kid Isay famous krnay Wala media h Wrna ye to ghr me baitha hwa tha skoon se Is ka Kya qsoor M,1
javedlatifmna tu waki kisi hrami aur ghaddar ki aulad hai jo mohsin dawar aur ali wazir ka sath deta pmln kutti,0
AJ ham military superpower hain Economic super power ban rahe hain Wo din door nhi jab ham bhi America aur,2
South Africa ma kici b Pakistani ka passport gum hony,1
RT crazychic450 Pic1Ab yeh AMEER kaun paida hogaya naak tudwane Pic2 Mai ameer papaji kahi ameerzada bolke marne,1
RubikaLiyaquat Well done Rubika ji in logo ke liye aurat sirf bachche paida karne ki machine hi hai par AAP Jai,0
abpnewstv Ye kya gandu mantri hai yar Gandupan shuru ho gaya bhokne walon ka kyse kyse bandaron ko mantri bana,0
hyu ckie omg im so not cool but thank u eheh ur so,2
F164705869 AnupamPKher Kisani krna mere desh me sabse alag kaam hai koi bhrosa nahi hai iska ki kitna labh hoga y,2
My son told me some people say Kahu is not a M ori boy M ori,2
umashankarsingh Ek hii dil hai modi jii kitni baar jitoge,1
SwamiGeetika narendramodi Naveen Odisha Bangal ka Durvago hai humara waisa eak CM mila by fluke jo political eth,1
smritiirani manakgupta Congratulations mam aapki jeet ne salon me jitna apko r modi ji ko kosha gya hai uska da,1
Aaltu faltu bahut se Bollywood Bhojpuri cine actors neta ban gaye sirf fan followings k dum par hai smritiirani,0
PakSarfrazbugti What a win for you And these trolls appreciating you You can't come near leave alone with equal,1
RT saadi cheese Sard Raat Uski Yaad Aur Islamabad,1
MaryamNSharif Tera kutty gadaar baap pori harami family ko public k pesay pe world tours karwata raha Salo sharam,0
TalleKe1970 TamaraOstach Ja laat het mikken dus,1
kamaalrkhan nice Hrithik will always be superstar but I am,2
LambaAlka Jo log honhar hote hai sawal unhi se to kiye ja sakte hai aur desh ki media ye bakhub hi janti hai Wo s,1
anilyzethis arora niki Shame sachhi Objective journalism ki tou maut,1
rssurjewala Lol lol people lost faith in chor kyonki khandan hi chor hai BhoShri wale,0
Necro feel ya Hes a good boy hai,1
thoda sa AUKAAT dekh lena chahiye apna kunalkamra88 tujhse to ReallySwara ka kuch ho nahi sakta BC Fuc king,0
I love to read and watch interviews Thats how you do good research on your favs,2
Fellas if you're planning on DMing Eid Mubarak to every girl you know user this website so it doesn't put them al,1
RahulGandhi congress sarkar ne salo me bahut kam kiya hai atankwad Pariwarwad jatiwadi dharmwad Ga,0
RT foopnetree Pehli Baar Aapke Business Ke Liye Ek Social Media Platform FREE mein apna business network,1
mhagadhbandhan bhi barabri bhi nahi kr pa raha hai bjp ki Werdict2019WithNews18,1
rssurjewala Tum bar bar har rahe ho yahi mansikta ki wajah se Par Congress sudharne ka name hi nahi le raha hai,0
RT Sukhjaykumar1 PledgeAgainstCorruption Gurmeetramrahim Good afternoon guru g bless us and give us power to do more,2
Anyone else wish Howard was still in KSE Man,1
ImFauji Tekhi Mirchi Ooo to bhai di to ti ise izzat Is ko galliyan dena thodi start ki ti Khud Isne galli d,1
Jai hind desh k sabhi deskbhakto desh hit m kaam krne walo desh k parti har samay tatpar rhne walo ko Shri Nare,2
ka aaj bhi bura hal karena kya kuch to socho Ambiyapur me is train ko khata karke kai ghanto tak nhi ch,1
RT kapil mishra Indians liked this prediction and made it come true AmitShahHomeMinistry,2
RT iamsrk prk Flop outdated actor Srk ko koi film mili kya Agar kaam nhi mil rha hai to hamari society me aa kar,0
tinkerbell9958 Sseher shine nicky6676 rajeevthukral Aapka message bad mein padha Now,2
RT TheGreatRoh WHAT THE FUCK In what world is Tom Woods Peter Schiff Austin Petersen Stefan Molyneux Alex,0
I need to stop calling everyone love I ve got all my mates saying it now we all sound like year old single,1
Silent deserts TarekFatah Ye nangay b khailen tab b nahi jeetain gay Inki niyat hi nahi Selection hi sahi nahi,0
RT Sukhjaykumar1 PledgeAgainstCorruption Gurmeetramrahim Good morning guru g bless us and give us power to do more,2
SnehaPkd akku1201 Yo hope for the best,2
WasiuddinSiddi1 Hakikat to Andhra ke natizo ne hi Bata di thi Vaha BJP nahi thi isliye Jagan ke bhag khul Gaye N,0
emotions pur Only the BEST for you,2
Main to kahta hu ki Congress shashit rajyo me dobara election hona chahiye Public ko sarkar banane ka haq hao to gi,0
manakgupta Manak g aisa nahi hai sabse zyada nafrat Bjp me spread ki hai country mein They missed used media int,1
MissDwivedii are sach me ye jn jagruti he typiong error he koi bakwas nahi,1
Abe yhi hai ram rajya kya Jisme sbhi sale harami ho Jo sale itne berahm se maar rhe ho Modi dekhna be sale tere,0
narendramodi Q ki hmmm aapki govt Se behad khush hai har desh ka youth yahi chahega ki unka leader aapke Jesi thi,2
smilesmayvary Well itna bhi ni hogaya but still idk,1
BruceWayne2019 Hambe Par haryanvi likhni na aave mene Bas thodi samjh ske hu This the,1
rssurjewala Yahi farak hai Aap main aur BJP4India main They thank all indian and,2
Koi apna nahi ghum k maare murdered raped fucked shredded,0
RT Theedelinquent bluff TheLinguist5 d dj rocks Apni maa ke baare main aisa nahi bolte tere abba the linguist,0
Edwardian842 Ikashifsiddique Pakistan k hum bhee against nahi Belgium Main baithne waly hume ab batayaingy k Paki,0
RT mpawanbijarnia Happy Wala Birthday Sister ImKasam insan1 G GuruPaPa Bless,2
RT 4thExplanition CNN This clinic had SEVENTY FOUR botched abortions put the women is very serious condition It s,2
Pakishtan player ko rooza todana hai isleye jaldi out ho,0
wtfluffy17 HAHAHAHA lagi best gift ever ba thankyou,2
rotalks jhakas morning Rohiniji God bless,2
ChouhanShivraj nsitharaman Mamaji apne ham sabhi educated youth ko kahi ka nahi chhoda Ham sabhi over age hone,0
RT thatpakigurl WHY THE FUCK DID WE NOT KNOW ABOUT HIS CHUTIYA BEHAVIOUR,0
ashoswai timesofindia Log kitna bara chootiya hy jhoot ko such manker vote krdiya bcz of govt foult terror bring,1
RailwaySeva Sir We are facing difficulties to change the intermediate boarding station in tatkal tickets It see,1
Oyeee butttoooo Sach m zinda hyyyy maaa ki ankhhh ghayb Bhutto b chori KR RHA Hy sala BBhuttoZardari salay kandan,0
Savers is the best place to get kids toys Just got a Switch and Go Dino for works perfect They have bags of ho,1
RT HBK CHRVS If i told u i love you and we fell off just kno i genuinely meant that shit and i still got that love and want,2
cmohry vgbharat Naib tehsildar Ka paper leak ho gaya Hajaro mehnati students ki mehnat par pani fer diya,0
RT RNNBJ1078 kisi ka ihlaq dekhna hOo tOo is ka mobile chargng sy hata kr apna lga lOo dhOod ka dhOod panii ka,1
AnkitKumarkesa4 swyam sewk Pallavi Singh04 VeerGur59267143 kavyapedia Sonam Sharma3 Radha274402 Disturb na k,1
Janardan BJP aap gaaon gaaon jakar pani aur bijli pahuchahiye sansad ji logo ne aapko vote diya hai modi ji ko nah,1
MaryamNSharif Karai key tatwon ko Paisey dey ker vedio bananey sey tumara hisab baraber nahi ho jaiga Tum our tum,1
asadowaisi sir ap bhi apne spokesperson ko TV debate me na bheje Also make a appeal to AIMPLB Official not to,1
BeingSalmanKhan Hello bhaijaan I am big fan of yours looking body is so good I hope Bharat,2
lsQNjzqdR7j4icG Mulle q apni izzat ka halala karva rha he,0
DeShobhaa They don t think they have some smart ass designer telling them what to ware they don t realise these de,0
ThatDopedGuy bandookdari82 Wait detail me bolta ThatDopedGuy,0
Ye kya bc Yahan bjp jeeti hai Jo result aaya hai wahi sahi rhe Pr sala ye news fake ho warna election pr se bh,1
Girl I'm Happy with my life Darzi Baji abhi apka,1
RT bhai dragon Islam is just like a black hole Jo ab tak desho Ko nigal Chuka hai Aur ab Bharat Ko nigalne ki taiyari,0
Swamy39 Ek hi to dil hai Swamy39 ji kitni baar jitoge pichli baar bhi kha tha aapne Ek baar aur baat,1
theskindoctor13 ANI Saala yahi agar modiji karte toh aap jaise log,1
RT DeepakU98464903 Modi ji aapko bahot bahot badhai ho ki aap hamary desh ky fir dobara mp bny aap agy bhi esa kam,2
singharti411 Hogi bhi nahi ArvindKejriwal Jo congress k khilaaf ladke Delhi ki kursi liya jo apne bhaasan me,0
RT kanayama ma Dear God Wg Hen we stand of the beginning od everyday Bless us and ALDUB MAICHARD with vision to see,2
TV9Bharatvarsh nirahua1 Dinesh bhaiya jindabaad jindabaad jindabaad jindabaad jindabaad jindabaad jindabaad jinda,2
New sarkaar bante hi ye kaam bahut achchha kiya hi modi ji ne Thanks modi ji saraabbant,1
RT Minniie M Trump ki feelings hurt ho gayi hongi Modi ne unse tu tadak jo nahi kiya Trump administration,0
DK Flipper AtThePicnics TheRoarSports croucherJD If you say so I see they have that other great forward Tom Mc,1
Sonam sirf meri ho aur kisi ki nahi muklawa bajwasonam AmmyVirk,1
RT Paul Gascoigne8 Guys thanks4all your support messages I love you all from the bottom of my heart im well,2
Mass Tweets Abe Ganjedi ki Aulaad padman ne kab ka 10M cross kar,0
All I m looking forward to insha allah,1
timesofindia RahulGandhi Rahul to ab pappu nahi dimaghin admi ban gaya Jo Congress ki taboot ki aakhiri kil mare,0
SAMBIT PATRAg Court lega hi nahi Court ke pass press conference jo karne hai Ye angrejo wala collegium,1
Good morning my almighty Gurmeeetramrahim papa ji Plz bless me my family more sewa sumiran p,2
Radhika Khera Shayad rssurjewala ji ye kahna bhul gaye ki congress spokesperson social media,1
Knowledge ghanta Nahi auqat Kisi k saamne Nahi bolne Ka saleeqa Nahi fir bhi mai bik Kar rozi roti kama,0
GAUAHAR KHAN Doing Hypocrisy at its best,1
MaryamNSharif We don t at all You are a NO body anymore Stealing from your own people all the poor in Pakistan,0
teri maa ki congress ne adi choti ka jor laga diya use jail me dal ne me kya ukhad liya bata innocent ko p,0
RT vikramwkarve samarjeet n Every career has pros and cons No point comparing Best to make best use of what,1
RT saalihs sensei You gotta love our hoyos Allaahumma baarik,2
Han jii to ab bataya jaye Kon Kya Kya bolna chahta hai iss bare me DrKumarVishwas narendramodi,1
Dhawanswarrior AskRishabh Looked the Mortaza Face he feel Like,1
ashutosh83B Ye koi topi vopi ki ladai nahin thi do logo ka aapas ka jhagada tha jise aap kaise log hindu muslim ka,1
No matter how much i love england i can never support it during the world cup like tum sala gora loug yeh world cu,0
BJP4India yr sirph modi jayse neta soch sakte hai nhi to ghamand me chur dusre neta soch nhi sakte bhastachar pe,0
Arvind kejriwal wo hai jo baccho ki jhuti kasam khaye Kursi ke liye baccho ko bhi nahi baksa rajniti ki AK wo ha,0
CMOJharkhand sir aap apne wade ko pura nahi kar paye Subcapital mein light ki aise problem pehle kavi nahi hui th,0
narendramodi Indian Prime minister Shri Narendar,2
zubair72886 iVeenaKhan BC terrorist nahi banana hai naa hi America ke Airport mein nanga hona hai jo kuran ko fol,0
h a m n a Bahen G India have india,2
inconsumerforum IndiGo6E PMOIndia ahemdabad s varanasi aaya hu or airport pr mera bag ab mil ni rha h Ab m kya,0
Aaj media ka bda sa dhda Payal tadwi ki maut ko nhi dikha raha Yeh ek gambhir subject hai Jab tak manuwadi soch k,0
AyushMishra IND anuragtiwari770 Hariprakash4u Rafale gandhi agar ye fake news hai to phir iss kratya k liye iss,1
DrSJaishankar SushmaSwaraj Sushma Ji has set great bench marks in foreign ministry DrSJaishankar Sir you have,1
Marriyum A pmln org Kitni besharm hey ye shakl per lant pari hovi hey bakvas phir bhi band nahi hoti Apny chor b,0
RT FaisalViewss Aik Baap Ki beBasi our Riyasat our Hukomat ki Behissi My heart weeps We're your culpritour,1
khanumarfa thewire in therealnaomib SrishtiTW,1
mmpal58 aajtak Koi IAS ya IPS banjaye iska ye matlab nahi ki wo bahut padha likha hai wo netaon ke ungli me na,0
peaceforchange Are gandu ab to bta 2nd indian pilot jo hospital me tha uska bhoot tere maa ki choot,0
RT junekang You can rely on Dorje Shugden when you nee help tibet tibetans india tibetanyouth,1
Hi I love the disneyaladdin live action remake absolutely loved it,2
myogiadityanath ji ab kuchh achhe kaam bhi Kar lo warna agle chunav me Modi ji bhi nhi bacha payege kyu ki o ch,0
dhruv rathee Abe chutiye tu bhi kal ko namo again t shirt pahan kr modiji ko bhala bura bol skta he To sirf mo,0
Jhatu ho tum log sala game me enter bhi nhii ho pate hai PUBGMOBILE PUBGMOBILE IN tum ye sab glitch sahi krte bhi,0
dialogue ke chor Dar rahe hain Modi ji se jism ki seat wale apne aap ko Is Desh Ka hiteshi Bata rahe hain,0
MaryamNSharif Jo Pakistan pe qarza dall gye mian sb aur moter way girvi rakh di Ha,1
Love beautywithoutlimits Us too We re looking for our newest Specialty Beauty Advisor in Portage MI and we want,1
M UsmanPak Pakistan ke Dushman Pakistan ke andar hain un ko pakro aur un ko tun kar rakh do Pakistan ke wajood ko,0
Deepasrivastav4 kamaalrkhan Because sushant's big movie is coming this august by Nitesh Tiwari and it has good hy,2
Kishanganj loksabha seat k congress candidate Dr Jawed Azad saheb ko jeet,2
RT TheBlossom Gal Aur Sarguru Ji Gurmeetramrahim Jinhone Mujhe Janam Diya Hai Unka Sir Bhi garv Se uncha Kar pau,2
ptshrikant sir election khatm hote hi Gorakhpur Rustampur Me bijali katne lagi Kal bijali se ghante kati t,0
RT PratyushKhiladi Deshbhakt iamsrk Pakistani players are best T20 players in the world Pakistan is the best,2
enargkurd You really should consider giving this sorani a,0
Haha The karate club s doing practice this season and since we go barefoot the chill makes it hurt,1
waqyounis99 waqar sir ap ko shram nhi ati asi team ko support karte Jo apne country Pakistan,0
younaskhan86 Imran khan ki itni okat nai he k wo pakistan ko saloon me b super power bana day wo hi kr de jo,0
klrahul11 imkuldeep18 hardikpandya7 yuzi chahal Kya woh karke aae,0
aajtak RahulGandhi KumarVikrantS Good ache bipakh bane janta ko bekuf na samjhe Mudda desh hit Ho to janta sat,1
Types of marraiges in india 1-Love marriage 2-Arrange marriage 3-Jaisa aapko thik lagta hai maariage 4-Hamari izza,1
